"PT","AU","TI","SO","AB","DI","PY"
" J"," Kabo-Bah, A. T.Appiah-Sefah, G.Anornu, G. K.Boateng, K."," F-hydra index for evaluating groundwater vulnerability in data scarceregions."," Journal of Environment and Ecology"," Groundwater resources continue to be an important source of water supplyfor communities in developing countries. However, rapid populationgrowth and urbanization, challenges the potential of groundwater toserve and meet the needs of growing populace. Various techniques havebeen developed over the last decade to assess groundwater vulnerabilitydue changes in climate and prevailing natural environmental conditions.The difficulty in most of these methods has been intensive datarequirements. This paper developed an innovative method called f-hydraindex using three key parameters - flow accumulation (derived fromDigital Elevation Model), landcover map and hydraulic conductivity. Theresults of the index were successfully evaluated with widely used index- DRASTIC (for the Densu River Basin of Ghana, West Africa). Thecomparison of f-hydra to DRASTIC shows highly correlated areas inmapping vulnerable regions in the study area. The f-hydra index proves anoble way to assess groundwater vulnerability to pollution in datascarce regions. Authors envisaged the testing of the model in many otherregions to ascertain it's replicability globally."," 10.5296/jee.v5i1.5361"," 2014"
" J"," Yari, ArezooNadrian, HaidarRashidian, HamidehNedjat, SaharnazEsmaeilnasab, NaderDoroudi, RajabaliHoursan, Haydeh"," Psychometric properties of the Persian version of Social CapitalQuestionnaire in Iran."," Medical journal of the Islamic Republic of Iran"," BACKGROUND: The aim of this study was to investigate the psychometricproperties of Social Capital Questionnaire ( SCQ) developed by Onyx andBullen (2000) among a sample of medical science students in TehranUniversity of Medical Sciences, Iran and to compare the factor analysiswith findings from two previous studies in Australia and the UnitedStates.METHODS: Multistage cluster sampling was employed to recruit 293 medicalscience students (Male: 95/Female: 198) from 7 faculties in TehranUniversity of Medical Sciences. After translating SCQ into Persianapplying back-translation technique and three-stage consensus panel, thequestionnaires administered to the respondents and they were asked tocomplete them. Statistical Analysis was performed using SPSS version16.0 for Windows.RESULTS: Exploratory Factor Analysis (EFA) was conducted to evaluatefactor structure of the Persian SCQ (PSCQ),which showed a moderatereplicability, validity, and reliability (Cronbach alpha= .79) to thosefound in previous studies. Twelve factors extracted with eight valuesgreater than 1 which altogether accounted for 76.23% of the totalvariance. Applying Cattell's scree test, it was indicated that betweenseven and eight factor sextracted. The correlations between factors weredetected in the low (at the lowest 0.002) to modest (at the highest0.614) range.CONCLUSION: The differences found in the factor analysis between thestudies may be ascribed to the various types of populations studied.Despite the difference in populations studied, our findings support themeaningful nessof P-SCQ as an instrument that is worthy of furtherattention for use in social health researches, although more studies arerecommended to help researchers in comparing its variety in dimensionsof different communities.",NA," 2014"
" J"," Ferguson, Melissa J.Carter, Travis J.Hassin, Ran R."," Commentary on the Attempt to Replicate the Effect of the American Flagon Increased Republican Attitudes"," SOCIAL PSYCHOLOGY"," In this commentary, we reflect on what we have learned from theexperience of being part of the ManyLabs replication, both in terms ofthe phenomenon being studied, and in terms of the mechanics of such anambitious replication project. Replication attempts like this one areclearly valuable and will continue to inform our science. We discuss anumber of lessons we have taken from the process related to the dividebetween direct and conceptual replication, and whether the data caninform our current theory regarding the original effect. In discussingthese issues, we advocate for transparent flexibility in data analysesand the involvement of the original authors at every stage of theprocess.",NA," 2014"
" J"," Crisp, Richard J.Miles, EleanorHusnu, Shenel"," Support for the Replicability of Imagined Contact Effects"," SOCIAL PSYCHOLOGY"," As part of their Many Labs project Klein et al. (2014) replicated theeffects of an imagined contact study carried out by Husnu and Crisp(2010). In their report the authors argue the data provides weak supportfor replicability. However, the effect observed was both significant andcomparable to that obtained from a recent meta-analysis for the relevantoutgroup. This suggests that the Many Labs project may provide strongersupport for the existence of imagined contact effects than currentlythought. We discuss the value in interpreting replications within thecontext of the existing literature.",NA," 2014"
" J"," Matanda, Dennis J.Mittelmark, Maurice B.Urke, Helga B.Amugsi, Dickson A."," Reliability of demographic and socioeconomic variables in predictingearly initiation of breastfeeding: a replication analysis using theKenya Demographic and Health Survey data"," BMJ OPEN"," Objectives: Examine the reliability of sociodemographic variables inpredicting initiation of breastfeeding within an hour of birth(EarlyBF), using data from 1998, 2003 and 2008-2009.Study design: A replication analysis using the Kenya Demographic andHealth Survey (KDHS) data collected in 1998, 2003 and 2008-2009. Thecandidate predictor variables were child's gender, home or healthfacility place of birth, vaginal or caesarean mode of birth, urban orrural setting, province of residence, Wealth Index and maternaleducation, occupation, literacy and media exposure.Setting: Kenya.Participants: 6375 dyads of mothers aged 15-49 and their children aged0-23 months (2125 dyads in each of the survey years).Results: Mode of birth and province were statistically significantpredictors of EarlyBF in 1998, 2003 and 2008-2009. Children deliveredthrough caesarean section were non-EarlyBF in 1998 (OR 2.63, 95% CI 1.72to 4.04), 2003 (OR 3.36, 95% CI 1.83 to 6.16) and 2008 (OR 3.51, 95% CI2.17 to 5.69). The same was true of those living in the Western provincein 1998 (OR 2.67, 95% CI 1.61 to 4.43), 2003 (OR 4.92, 95% CI 3.01 to8.04) and 2008 (OR 6.07, 95% CI 3.54 to 10.39).Conclusions: The 1998 KDHS data do not provide the basis for reliableprediction of EarlyBF, with reliability conceptualised as replicabilityof findings using highly similar data sets from 2003 and 2008-2009. Mostof the demographic and socioeconomic variables were unreliablepredictors of EarlyBF. We speculate that activities in parts or all ofKenya changed the analysis context in the period between 1998 and2008-2009, and these changes were of a sufficient magnitude to affectthe relationships under investigation. The degree to which this is ageneral problem in child health research is not known, calling forfurther research to investigate this methodological issue with otherhealth end points and other data."," 10.1136/bmjopen-2014-005194"," 2014"
" J"," Jenkins, David G."," Lakes and rivers as microcosms, version 2.0"," JOURNAL OF LIMNOLOGY"," Limnology has been greatly influenced by The lake as a Microcosm(Forbes, 1887), which described a holistic focus on the internalmachinations of singular, island-like aquatic ecosystems. I considerthree persistent influences of The lake as a Microcosm: as an organizingparadigm for the teaching of limnology relative to its practice; theidea that inland waters are like islands, and the replicability of typesof inland waters. Based on inspection of recent peer-reviewed literatureand 32 limnology texts, we teach limnology according to Forbes but donot practice it in that holistic context. Instead, we practice limnologyas aquatic ecology. Based on novel analyses of species-arearelationships for 275 inland waters and 392 islands, inland waters aremore like continental habitat patches than islands; the island metaphoris poetic but not accurate. Based on a quantitative review of betadiversity (40 data sets representing 10,576 inland waters and 26 datasets representing 1529 terrestrial sites), aquatic systems are no morereplicable than are terrestrial systems; a typological approach tolimnology is no more justified than it is in terrestrial systems.I conclude that a former distinction between limnology and aquaticecology no longer applies, and that we should define limnology as theecology of inland waters. Also, we should not consider lakes and riversas islands that represent other systems of the same type, but shouldconsider them as open, interactive habitat patches that vary accordingto their geology and biogeography. I suggest modern limnology operatesaccording to 3 paradigms, which combine to form 3 broad limnologicaldisciplines and establish a basis for a plural, interactive view oflakes and rivers as microcosms. This model of modern limnology may helpbetter connect it to ecology and biogeography and help limnology be evenmore relevant to science and society"," 10.4081/jlimnol.2014.797"," 2014"
" J"," 이혜진"," Who has the initiative of Interpretation of the AdministrativeLegislation in the USA - From Standpoint of Structural Due Process-"," Public Law"," In my doctoral thesis, I overviewed that the implication ofnon-delegation doctrine in the Unites of States has transformed asbecoming administrative state and, now, this doctrine becomes to befound in administrative law through due-process principle. In thatthesis, I examined the non-delegation doctrine based on due-processprinciple. To achieve it, I considered it from three points of view:substantial due-process under which a delegation is not proper unlessthe legislature impose substantial restriction on agencies discretionenough to guarantee that such discretion is not limitless; structuraldue-process under which the person incurring damages from the act ofagencies will be given an opportunity to have courts' judicial review onconstitutionality of such delegation; and procedural due-process underwhich governmental agencies exercise their legislative rights bysupplementing legitimacy through deliberation and participation. Underthe structural due-process, in this paper, I put the judicial branch,monitoring legitimacy of delegation, and the executive branch,requesting for judicial deference to their interpretation, in equalposition. And then, based on the assumption that the structure of theConstitution itself where a judicial review is to be expected justifieslegislative delegation, I explore who is the best institution tointerpret, that is to say, what competence is required, or who has thecompetence like that. For this, I introduce the Institutional Terntheory under which dogmatism and formalism of jurisprudence arecriticized and the law must become reflexive and bottom-up. In spite oftheir differences, most of supporters of the theory assert that thejudicial branch should defer to the interpretation of the executivebecause of its competence as responsibility and expertise. Depending onthe type of public interest the social community desires to have, thelegacy of legislation and its implementation would be the form of eitherindustrial regulation and environment-friendly or industrialderegulation and environmental development. In terms of this, in thispaper, I state my view that the role of courts is to strike balance ofthem and the values of legal system of the followings should beconsidered as standards to be applied by the courts at the moment:predictability; replicability; systemic consistency; responsiveness;justice; fairness; doctrinal stability; social congruence; social valueformation, and so on. In doing so, we can recognize that theconsideration of institutional competence and value of legal system isposted in the course of balancing between the judicial branch andexecutive branch as per changes in social and environmental context,since they go along with the history of justification model ofadministrative state.",NA," 2014"
" P"," AO HLI WAO G"," Method for generating chip key based on process deviation duringintegrated circuit chip manufacturing process, involves reading numberof key generation array rows or columns of certain key values, andoutputting generated chip keys",NA," NOVELTY - The method involves inputting a stimulation signal by a keygenerating unit when a chip is powered-on. Resistances of two resistorse.g. thermal resistor, polysilicon resistor or well resistor, aredetected and compared by a resistance detection circuit. Bits key valuesin the key generation unit are outputted according to the comparisonresult. Number of key generation array rows or columns of certain keyvalues is read. Generated chip keys are outputted. The key values arestored in another key generation unit. Delete instruction is sent toremove the values when the chip is power-off.USE - Method for generating a chip key based on process deviation duringintegrated circuit (IC) chip manufacturing process.ADVANTAGE - The method enables adopting same type of resistors during ICchip manufacturing process, considering presence of process variation,type, pattern, size and same resistance values and certain randomdeviation while manufacturing to allow the chip to generate and storeself keys that exhibit randomness and non-replicability so as to reducecost associated with application and improve encryption security.DETAILED DESCRIPTION - An INDEPENDENT CLAIM is also included for aprocess deviation-based chip key generation circuit.DESCRIPTION Of DRAWING(S) - The drawing shows a block diagram of aprocess deviation-based chip key generation circuit. '(Drawing includesnon-English language text)'",NA,NA
" J"," Kim, Kun HyungKang, Jung WonLee, Myeong SooLee, Jae-Dong"," Assessment of the quality of reporting for treatment components inCochrane reviews of acupuncture"," BMJ OPEN"," Objectives: High-quality reporting of treatment details can aidreplication of study results in real-world clinical practice. TheStandards for Reporting Interventions in Clinical Trials of Acupuncture(STRICTA) is a reporting guideline for key elements of acupunctureinterventions in clinical trials. This study used STRICTA to investigatewhether Cochrane reviews of acupuncture adequately report importanttreatment details.Design: Systematic review Methods: Cochrane reviews of acupuncture wereidentified from The Cochrane Library (issue 7, 2012). Randomisedcontrolled trials (RCTs) included in the reviews and published after2005 were obtained. Using STRICTA, we extracted acupuncture-relatedinformation from the Cochrane reviews and the RCTs. The characteristicsof the included studies' table were the major source of interventioninformation from Cochrane reviews. Reporting quality of acupunctureinterventions in Cochrane reviews was assessed and compared with therespective RCTs.Results: 25 Cochrane reviews of acupuncture and 92 RCTs met theselection criteria. Cochrane reviews were 16% less likely to report theacupuncture-related items of STRICTA than RCTs (risk ratio 0.84, 95% CI0.79 to 0.88, I-2=8%). Information was significantly better reported for10 of the 15 treatment-group items of STRICTA in RCTs than in Cochranereviews (p<0.05), while four items did so without statisticalsignificance. One item related to practitioner background wassignificantly better reported in Cochrane reviews.Conclusions: Reporting quality of treatment details in Cochrane reviewsof acupuncture was insufficient with regard to STRICTA, even though suchinformation was readily reported in RCTs. The overall quality ofreporting of the RCTs, while better than the reviews, was also oftensuboptimal. Use of STRICTA guideline during the review process isrecommended to adequately report the key treatment components inCochrane reviews of acupuncture. The potential impact of STRICTA to thereplicability and utilisation of reviews in future research and practiceneeds to be investigated."," 10.1136/bmjopen-2013-004136"," 2014"
" J"," Zou, YiMoreel, LoiseZhou, JieZhang, DanningLin, HongtaoLi, LanDu, QingyangHu, JuejunDanto, SylvainRichardson, KathleenMusgraves, J. DavidDobson, Kevin D.Birkmire, Robert"," Demonstration of high-performance, sub-micron chalcogenide glassphotonic devices by thermal nanoimprint"," INTEGRATED OPTICS: DEVICES, MATERIALS, AND TECHNOLOGIES XVIII"," High-index-contrast optical devices form the backbone of denselyintegrated photonic circuits. While these devices are traditionallyfabricated using lithography and etching, their performance is oftenlimited by defects and sidewall roughness arising from fabricationimperfections. This paper reports a versatile, roll-to-roll and backendcompatible technique for the fabrication of high-performance,high-index-contrast photonic structures in composition-engineeredchalcogenide glass (ChG) thin films. Thin film ChG have emerged asimportant materials for photonic applications due to their highrefractive index, excellent transparency in the infrared and large Kerrnon-linearity. Both thermally evaporated and solution processed As-Sethin films are successfully employed to imprint waveguides andmicro-ring resonators with high replicability and low surface roughness(0.9 nm). The micro-ring resonators exhibit an ultra-high quality-factorof 4 x 10(5) near 1550 nm wavelength, which represents the highest valuereported in ChG micro-ring resonators. Furthermore, sub-micronnanoimprint of ChG films on non-planar plastic substrates isdemonstrated, which establishes the method as a facile route formonolithic fabrication of high-index-contrast devices on a wide array ofunconventional substrates."," 10.1117/12.2040454"," 2014"
" J"," Simeonova, B.Bogolyubov, P.Blagov, E.Kharabsheh, R."," Cross-cultural validation of UTAUT: the case of University VLEs inJordan, Russia and the UK"," Electronic Journal of Knowledge Management"," Virtual Learning Environments (VLEs) are learning platforms withinuniversities aiming to facilitate and enhance students' learning. Inorder to increase the chances for success of VLEs implementation it isessential to identify the factors which influence the students' decisionmaking as far as accepting and using VLEs are concerned. In this paperwe are applying one of the most popular models, the so-called UnifiedTheory of Acceptance and Use of Technology (UTAUT) model developed byVenkatesh et al. (2003) to identify and test the underlying factorsinfluencing VLE acceptance and use. UTAUT is a relatively new modelsparsely applied in cross-cultural settings and in the context of HigherEducation (Straub, 2009). We are testing the model in four businessschools in universities in three different countries: the UK, Russia andJordan. The results show that although all items from the original UTAUTquestionnaire have their place in the final groupings obtained throughthe factor analysis, the `clean' agglomeration of items into groupsshown by the original paper and a few others could not be replicated inthe individual countries or in the overall sample despite the goodsample size obtained in our study. The paper raises a question about thereplicability of the original results and calls for reconsideration ofthe way the model is applied.",NA," 2014"
" J"," Klein, Richard A.Ratliff, Kate A.Vianello, MichelangeloAdams, Reginald B., Jr.Bahnik, StepanBernstein, Michael J.Bocian, KonradBrandt, Mark J.Brooks, BeachBrumbaugh, Claudia ChloeCemalcilar, ZeynepChandler, JesseCheong, WinneeDavis, William E.Devos, ThierryEisner, MatthewFrankowska, NataliaFurrow, DavidGalliani, Elisa MariaHasselman, FredHicks, Joshua A.Hovermale, James F.Hunt, S. JaneHuntsinger, Jeffrey R.IJzerman, HansJohn, Melissa-SueJoy-Gaba, Jennifer A.Kappes, Heather BarryKrueger, Lacy E.Kurtz, JaimeLevitan, Carmel A.Mallett, Robyn K.Morris, Wendy L.Nelson, Anthony J.Nier, Jason A.Packard, GrantPilati, RonaldoRutchick, Abraham M.Schmidt, KathleenSkorinko, Jeanine L.Smith, RobertSteiner, Troy G.Storbeck, JustinVan Swol, Lyn M.Thompson, Donnavan 't Veer, A. E.Vaughn, Leigh AnnVranka, MarekWichman, Aaron L.Woodzicka, Julie A.Nosek, Brian A."," Investigating Variation in Replicability A ""Many Labs'' ReplicationProject"," SOCIAL PSYCHOLOGY"," Although replication is a central tenet of science, direct replicationsare rare in psychology. This research tested variation in thereplicability of 13 classic and contemporary effects across 36independent samples totaling 6,344 participants. In the aggregate, 10effects replicated consistently. One effect - imagined contact reducingprejudice - showed weak support for replicability. And two effects -flag priming influencing conservatism and currency priming influencingsystem justification - did not replicate. We compared whether theconditions such as lab versus online or US versus international samplepredicted effect magnitudes. By and large they did not. The results ofthis small sample of effects suggest that replicability is moredependent on the effect itself than on the sample and setting used toinvestigate the effect."," 10.1027/1864-9335/a000178"," 2014"
" J"," Johnson, David J.Cheung, FelixDonnellan, M. Brent"," Does Cleanliness Influence Moral Judgments? A Direct Replication ofSchnall, Benton, and Harvey (2008)"," SOCIAL PSYCHOLOGY"," Schnall, Benton, and Harvey (2008) hypothesized that physicalcleanliness reduces the severity of moral judgments. In support of thisidea, they found that individuals make less severe judgments when theyare primed with the concept of cleanliness (Exp. 1) and when they washtheir hands after experiencing disgust (Exp. 2). We conducted directreplications of both studies using materials supplied by the originalauthors. We did not find evidence that physical cleanliness reduced theseverity of moral judgments using samples sizes that provided over .99power to detect the original effect sizes. Our estimates of the overalleffect size were much smaller than estimates from Experiment 1 (originald = -0.60, 95% CI [-1.23, 0.04], N = 40; replication d = -0.01, 95% CI[-0.28, 0.26], N = 208) and Experiment 2 (original d = -0.85, 95% CI[-1.47, -0.22], N = 43; replication d = 0.01, 95% CI [-.34, 0.36], N =126). These findings suggest that the population effect sizes areprobably substantially smaller than the original estimates. Researchersinvestigating the connections between cleanliness and morality shouldtherefore use large sample sizes to have the necessary power to detectsubtle effects."," 10.1027/1864-9335/a000186"," 2014"
" J"," Zezelj, Iris L.Jokic, Biljana R."," Replication of Experiments Evaluating Impact of Psychological Distanceon Moral Judgment (Eyal, Liberman & Trope, 2008; Gong & Medin, 2012)"," SOCIAL PSYCHOLOGY"," Eyal, Liberman, and Trope (2008) established that people judged moraltransgressions more harshly and virtuous acts more positively when theacts were psychologically distant than close. In a series of conceptualand direct replications, Gong and Medin (2012) came to the oppositeconclusion. Attempting to resolve these inconsistencies, we conductedfour high-powered replication studies in which we varied temporaldistance (Studies 1 and 3), social distance (Study 2) or construal level(Study 4), and registered their impact on moral judgment. We found nosystematic effect of temporal distance, the effect of social distanceconsistent with Eyal et al., and the reversed effect of direct construallevel manipulation, consistent with Gong and Medin. Possibleexplanations for the incompatible results are discussed."," 10.1027/1864-9335/a000188"," 2014"
" P"," CUI MFU ZWEN YWANG LZHAO LZHOU MZHOU S"," New recombinant rabies virus strain having specific mutation useful formaking oral vaccine against rabies virus",NA," NOVELTY - A recombinant rabies virus strain (SAD-B19) for oral vaccineis new, where SAD-B19 is the upper female parental strain, the parentalstrain G protein aspartic acid at position 194 is mutated to serine,arginine at position 333 is mutated to glutamic acid, and CanineGranulocyte-Macrophage Colony Stimulating Factor (GM-CSF gene) isinserted between the parental strain genome gene of G and L genes.USE - As recombinant rabies virus strain (SAD-B19) for oral vaccine(claimed).ADVANTAGE - The recombinant rabies virus strain has good replicability,safety, and by inserting the dog GM-CSF gene enhances theimmunogenicity, after oral immunization can induce high levels ofneutralizing antibodies, the strain is significantly better than LBNSE(European vaccine strains for immunization of wild animals) and can beused as an oral rabies vaccine candidate strain.DETAILED DESCRIPTION - An INDEPENDENT CLAIM is included for preparationof recombinant rabies virus strain involving taking SAD-B19 as upperfemale parent strain, mutating parental strain G protein aspartic acidat position 194 to serine, mutating arginine at position 333 to glutamicacid, pseudogene maternal strain genome G and L genes between geneknockout, adding two BsiWI and NheI restriction enzyme cutting sitebetween the G gene and L gene, and inserting CanineGranulocyte-Macrophage Colony Stimulating Factor (GM-CSF gene) betweenthe parental strain genome gene of G and L genes, and expression ofrecombinant rabies virus rescue dog GM-CSF gene by reverse geneticoperation system.",NA,NA
" P"," GONG ZYI WTIAN CTIAN LZHANG QZUO W"," Holographic anti-fake fiber paper comprises paper layer, base body,paper layer, micro information layer, holographic information layer,aluminum plated layer and base material layer",NA," NOVELTY - This utility new type relates to anti-fake technology field,specifically relates to a one fiber anti-fake holographic paper. Of aholographic anti-fake fibre paper, comprising a paper layer, a fibrebase body upper and lower paper layer of the middle of the fibresubstrate is structured as follows: from bottom to top is microinformation layer, a holographic information layer, aluminium platinglayer, a base material layer and upper micro information layer, whereinthe micro information layer connecting paper layer, the upper microinformation layer connecting upper paper layer, the shape of fibresubstrate is strip-shaped, fibre substrate width is 0.2-0.8 mm and thelength is 9.7-10.3 mm. This utility new type miniature information bysetting up the fibre substrate layer and the holographic informationlayer, increasing the anti-fake effect, the product has uniqueness andnon-replicability, improves the anti-fake.",NA,NA
" J"," Sherman, Ryne A.Wood, Dustin"," Estimating the Expected Replicability of a Pattern of Correlations andOther Measures of Association"," MULTIVARIATE BEHAVIORAL RESEARCH"," Replication is at the heart of all empirical sciences. However, thereare no standard procedures for establishing the replicability of apattern of correlations found linking a particular variable to aninventory or battery of other measures. This article introduces 2statistics for quantifying the expected replicability of a pattern ofassociations (i.e., correlations, slope coefficients) between a variableof interest and a SET of other variables, items, measures, and so on.Using simulations and real data, we illustrate that these statistics arehighly accurate estimates of the expected replicability of an observedpattern of correlations. These statistics can readily be used toindicate the replicability of patterns of association indexed by otherstatistics (e.g., regression slopes or covariances) and can be appliedto other contexts, such as estimating the reliability of profilecorrelations. It is recommended that these statistics are regularlyreported in such studies."," 10.1080/00273171.2013.822785"," 2014"
" J"," Yi ZouMoreel, L.Jie ZhouDanning ZhangHongtao LinLan LiQingyang DuJuejun HuDanto, S.Richardson, K.Musgraves, J.D.Dobson, K.D.Birkmire, R."," Demonstration of high-performance, sub-micron chalcogenide glassphotonic devices by thermal nanoimprint"," Proceedings of the SPIE - The International Society for OpticalEngineering"," High-index-contrast optical devices form the backbone of denselyintegrated photonic circuits. While these devices are traditionallyfabricated using lithography and etching, their performance is oftenlimited by defects and sidewall roughness arising from fabricationimperfections. This paper reports a versatile, roll-to-roll and backendcompatible technique for the fabrication of high-performance,high-index-contrast photonic structures in composition-engineeredchalcogenide glass (ChG) thin films. Thin film ChG have emerged asimportant materials for photonic applications due to their highrefractive index, excellent transparency in the infrared and large Kerrnon-linearity. Both thermally evaporated and solution processed As-Sethin films are successfully employed to imprint waveguides andmicro-ring resonators with high replicability and low surface roughness(0.9 nm). The micro-ring resonators exhibit an ultra-high quality-factorof 4 times 10 5 near 1550 nm wavelength, which represents the highestvalue reported in ChG micro-ring resonators. Furthermore, sub-micronnanoimprint of ChG films on non-planar plastic substrates isdemonstrated, which establishes the method as a facile route formonolithic fabrication of high-index-contrast devices on a wide array ofunconventional substrates. "," 10.1117/12.2040454"," 2014"
" J"," Douet, LisaMilne, RuairidhAnstee, SydneyHabens, FayYoung, AmandaWright, David"," The completeness of intervention descriptions in published NationalInstitute of Health Research HTAfunded trials: a cross-sectional study"," BMJ OPEN"," Objectives The objective of this study was to assess whether NationalInstitute of Health Research (NIHR) Health Technology Assessment(HTA)-funded randomised controlled trials (RCTs) published in the HTAjournal were described in sufficient detail to replicate in practice.Setting RCTs published in the HTA journal.Participants 98 RCTs published in the HTA journal up to March 2011.Completeness of the intervention description was assessed independentlyby two researchers using a checklist, which included assessments ofparticipants, intensity, schedule, materials and settings. Disagreementsin scoring were discussed in the team; differences were then exploredand resolved.Primary and secondary outcome measures Proportion of trials rated ashaving a complete description of the intervention (primary outcomemeasure). The proportion of drug trials versus psychological andnon-drug trials rated as having a complete description of theintervention (secondary outcome measures).Results Components of the intervention description were missing in 68/98(69.4%) reports. Baseline characteristics and descriptions of settingshad the highest levels of completeness with over 90% of reportscomplete. Reports were less complete on patient information with 58.2%of the journals having an adequate description. When looking atindividual intervention types, drug intervention descriptions were morecomplete than non-drug interventions with 33.3% and 30.6% levels ofcompleteness, respectively, although this was not significantstatistically. Only 27.3% of RCTs with psychological interventions weredeemed to be complete, although again these differences were notsignificant statistically.Conclusions Ensuring the replicability of study interventions is anessential part of adding value in research. All those publishingclinical trial data need to ensure transparency and completeness in thereporting of interventions to ensure that study interventions can bereplicated."," 10.1136/bmjopen-2013-003713"," 2014"
" J"," Irwing, PaulBooth, TomBatey, Mark"," An Investigation of the Factor Structure of the 16PF, Version 5 AConfirmatory Factor and Invariance Analysis"," JOURNAL OF INDIVIDUAL DIFFERENCES"," In order to examine its higher-order factor structure, we appliedconfirmatory factor and invariance analysis to item level data from theUS standardization sample of the 16PF5, divided into a calibrationsample (N = 5,130) and a validation sample (N = 5,131). Using standardassessments of model fit, all primary factors displayed good toexcellent model fit, thus suggesting the scales to be broadlyunidimensional. Results indicated a drop in model fit in both thestructural and configurally invariant second order models, suggestingsome level of misspecification in the global scales of Extraversion,Anxiety, Tough-Mindedness, Independence, and Self-Control. However, thedegree of misspecification was slight. Overall, the analyses generallysupported the proposed structure of the 16PF5."," 10.1027/1614-0001/a000125"," 2014"
" J"," Jin LeshanWei TongyangHu Zhentong"," Herdsmens Perceptions and Adaption to Climate Change: A Case Study inChaganbulige, Siziwang Banner, Inner Mongolia"," Journal of Natural Resources"," A field survey with a sample of 98 households was carried out inChaganbulige, Siziwang Banner, Inner Mongolia in order to understandherdsmens perception of climate change and compare it withmeteorological data and the official record of extreme climate events.The results showed that most herdsmen correctly perceived the change intemperature, but they had inexact judgement on precipitation, wind andsandstorm. In the past 40 years, temperature in Siziwang Banner wasslowly increasing. The precipitation and storms were fluctuatinggreatly, but the long-term trend did not change much though mostherdsmen reported that the rainfall was significantly decreasing. Recentyears of extreme climate events impressed herdsmen most. As to theimpacts of extreme climate events, drought was most impressive toherders followed by snowstorms and sandstorms. For adapting to climatechange herdsmen had spontaneously taken various adaptive measures, ofwhich 22 adaptation measures were reported in the survey. The top fivemeasures that were used by most herdsmen are storing more hay andforage, reducing the herd size, building warm shed, borrowing money(loan), and not let next generations be herders. Others include buildingcorral, digging well, planting fodder, cooperation in vaccinations ofcattle, reducing household expenditures, changing grazing location,renting grassland, introducing new breeds, savings, wage labor, givingup herding, alternative livelihoods (e.g. tourism), sharing herdingarrangement, etc. The 22 spontaneous adaptation measures were assessedby experts with the method of multiple criteria analysis (MCA). Thecriteria include effectiveness, economic benefits, flexibility,no-regret, side-effect, compliance with government policies and plans,compatibility with development goals, and replicability. The resultsshowed that building warm shed, the introduction of new breeds, hay andforage storage, reducing the herd size and wage labor met the mostcriteria. The spontaneous adaptation measures were further screened byherdsmen, researchers, and local government officials with theparticipatory method. The results showed that measures such as buildingwarm shed, introduction of new breeds, hay and forage storage, reducingthe herd size and loan were more effective than others, which did nottotally coincide with the results of expert assessment. To support thespontaneous adaptation measures which were selected to be most practicaland effective, the herders identified the following policies that weremostly needed, i.e. loan support, the improvement of social security,accurate weather forecasts and pest forecasts, animal insurance,training, market access enhancement, enhancement of infrastructure, warmshed subsidies and drinking water project. Those policies would improveherdsmens ability of adapting to climate change, help herdsmen to copewith extreme climate events, and reduce their vulnerability oflivelihoods.",NA," 2014"
" J"," Douet, LisaMilne, RuairidhAnstee, SydneyHabens, FayYoung, AmandaWright, David"," The completeness of intervention descriptions in published NationalInstitute of Health Research HTA-funded trials: a cross-sectional study."," BMJ open"," OBJECTIVES: The objective of this study was to assess whether NationalInstitute of Health Research (NIHR) Health Technology Assessment(HTA)-funded randomised controlled trials (RCTs) published in the HTAjournal were described in sufficient detail to replicate in practice.SETTING: RCTs published in the HTA journal.PARTICIPANTS: 98 RCTs published in the HTA journal up to March 2011.Completeness of the intervention description was assessed independentlyby two researchers using a checklist, which included assessments ofparticipants, intensity, schedule, materials and settings. Disagreementsin scoring were discussed in the team; differences were then exploredand resolved.PRIMARY AND SECONDARY OUTCOME MEASURES: Proportion of trials rated ashaving a complete description of the intervention (primary outcomemeasure). The proportion of drug trials versus psychological andnon-drug trials rated as having a complete description of theintervention (secondary outcome measures).RESULTS: Components of the intervention description were missing in68/98 (69.4%) reports. Baseline characteristics and descriptions ofsettings had the highest levels of completeness with over 90% of reportscomplete. Reports were less complete on patient information with 58.2%of the journals having an adequate description. When looking atindividual intervention types, drug intervention descriptions were morecomplete than non-drug interventions with 33.3% and 30.6% levels ofcompleteness, respectively, although this was not significantstatistically. Only 27.3% of RCTs with psychological interventions weredeemed to be complete, although again these differences were notsignificant statistically.CONCLUSIONS: Ensuring the replicability of study interventions is anessential part of adding value in research. All those publishingclinical trial data need to ensure transparency and completeness in thereporting of interventions to ensure that study interventions can bereplicated."," 10.1136/bmjopen-2013-003713"," 2014"
